Biotique,Rs. 165,"4.3
|
10.3k",Bio Dandelion Ageless Sustainable Serum,Rs. 275,Rs. 165,(40% OFF),Personal Care,https://www.myntra.com/serum-and-gel/biotique/biotique-bio-dandelion-ageless-sustainable-lightening-serum-35ml/1661468/buy
Ponds,Rs. 140,"4.5
|
8.2k",Bright Beauty Face Wash 100 g,Rs. 180,Rs. 140,(22% OFF),Personal Care,https://www.myntra.com/face-wash-and-cleanser/ponds/ponds-bright-beauty-spot-less-glow-face-wash-with-vitamins---100-g/1954340/buy
Mast & Harbour,Rs. 419,"4.1
|
816",Men Aqua EDP 100 ml,Rs. 1199,Rs. 419,(65% OFF),Personal Care,https://www.myntra.com/perfume/mast+%26+harbour/mast--harbour-men-aqua-eau-de-parfum-100-ml/15121928/buy
Blue Heaven,Rs. 67,"4.1
|
1.5k",24Hrs Stay Kajal,Rs. 90,Rs. 67,(25% OFF),Personal Care,https://www.myntra.com/kajal/blue+heaven/blue-heaven-black-24hrs-stay-kajal-035gm/15566928/buy
Roadster,Rs. 200,"4.1
|
30.7k",Men By The Sea Body Spray,Rs. 299,Rs. 200,(33% OFF),Personal Care,https://www.myntra.com/deodorant/roadster/roadster-men-by-the-sea-body-spray-150-ml/7669600/buy
Bella Vita Organic,Rs. 569,"4.4
|
1.4k",Unisex White Oud Perfume,Rs. 999,Rs. 569,(43% OFF),Personal Care,https://www.myntra.com/perfume/bella+vita+organic/bella-vita-organic-unisex-white-oud-perfume-100-ml/16242946/buy
SWISS BEAUTY,Rs. 174,"4.4
|
4.4k",Concealer - Light Moyen 03,Rs. 249,Rs. 174,(30% OFF),Personal Care,https://www.myntra.com/concealer/swiss+beauty/swiss-beauty-liquid-concealer---light-moyen-03/15580284/buy
Biotique,Rs. 162,"4.3
|
759",Unisex SPF 50 Sunscreen 50 ml,Rs. 295,Rs. 162,(45% OFF),Personal Care,https://www.myntra.com/face-sunscreen/biotique/biotique-unisex-sun-shield-spf-50-uvbpa-uva--bio-sunflower-matte-sunscreen-gel-50-ml/11608470/buy
Bella Vita Organic,Rs. 494,"4.3
|
4.2k",CEO MAN Eau de Parfum 100ml,Rs. 899,Rs. 494,(45% OFF),Personal Care,https://www.myntra.com/perfume/bella+vita+organic/bella-vita-organic-ceo-man-eau-de-parfum-100ml/16242950/buy
Nivea,Rs. 183,"4.5
|
2.2k",Peppy Pomegranate Cream-100 ml,Rs. 245,Rs. 183,(25% OFF),Personal Care,https://www.myntra.com/day-cream/nivea/nivea-soft-light-moisturizer-cream---peppy-pomegranate---for-face-hands--body---100-ml/14824308/buy
SUGAR,Rs. 695,"4.5
|
2.4k",Contour De Force Face Palette - Vivid Victory 02,Rs. 799,Rs. 695,(13% OFF),Personal Care,https://www.myntra.com/highlighter/sugar/sugar-contour-de-force-lightweight-face-palette-12-g---vivid-victory-02/7935007/buy
MCaffeine,Rs. 199,"4.5
|
11.7k",Coffee & Walnut Face Scrub 75g,Rs. 229,Rs. 199,(13% OFF),Personal Care,https://www.myntra.com/face-scrub-and-exfoliator/mcaffeine/mcaffeine-coffee-exfoliating-face-scrub-for-fresh--glowing-skin-removes-tan--blackheads/14380228/buy
FLAWLESS,Rs. 1275,"4.2
|
23",Women Facial Hair Remover,Rs. 1500,Rs. 1275,(15% OFF),Personal Care,https://www.myntra.com/epilator/flawless/flawless-women-18k-gold-plated-finishing-touch-painless-facial-hair-remover---lavender/18777660/buy
Lakme,Rs. 209,"4.4
|
369",Perfect Radiance Face Serum,Rs. 299,Rs. 209,(30% OFF),Personal Care,https://www.myntra.com/serum-and-gel/lakme/lakme-absolute-perfect-radiance-face-serum-with-98-pure-niacinamide---15-ml/19768932/buy
Plum,Rs. 337,"4.4
|
7k",Vanilla Vibes Body Mist-100ml,Rs. 375,Rs. 337,(10% OFF),Personal Care,https://www.myntra.com/body-mist-and-spray/plum/plum-women-bodylovin-vanilla-vibes-long-lasting-warm-vanilla-fragrance-body-mist---100ml/20201002/buy
Nivea,Rs. 176,"4.5
|
20.5k",Soft Light Moisturizer,Rs. 220,Rs. 176,(20% OFF),Personal Care,https://www.myntra.com/day-cream/nivea/nivea-soft-light-moisturizer-with-vitamin-e-100ml/2273976/buy
Park Avenue,Rs. 299,"4.4
|
1.3k",Men EDP Euphoria 100ml,Rs. 749,Rs. 299,(60% OFF),Personal Care,https://www.myntra.com/perfume/park+avenue/park-avenue-men-eau-de-parfum-euphoria-100ml/7653909/buy
Envy,Rs. 129,"4.4
|
7.9k",Women Blush Deodorant,Rs. 259,Rs. 129,(50% OFF),Personal Care,https://www.myntra.com/deodorant/envy/envy-women-blush-perfume-deodorant-115g/4374619/buy
Nivea,Rs. 125,"4.5
|
15.8k",Powerfruit Shower Gel 250 ml,Rs. 250,Rs. 125,(50% OFF),Personal Care,https://www.myntra.com/body-wash-and-shower-gel/nivea/nivea-care-shower-fresh-powerfruit-shower-gel-with-antioxidants--blueberry-scent-250-ml/9686475/buy
SWISS BEAUTY,Rs. 230,"4.3
|
2.4k",Ultimate Eyeshadow Palette 01,Rs. 329,Rs. 230,(30% OFF),Personal Care,https://www.myntra.com/eyeshadow/swiss+beauty/swiss-beauty-ultimate-eyeshadow-palette---01/15580298/buy
DressBerry,Rs. 359,"4.3
|
1.8k","Stay Wild, Moon Child EDP 50ml",Rs. 799,Rs. 359,(55% OFF),Personal Care,https://www.myntra.com/perfume/dressberry/dressberry-eau-de-parfum---stay-wild-moon-child-50-ml/15118744/buy
THE MAN COMPANY,Rs. 209,"4.1
|
450",Men Blanc Roll On Deo - 55 ml,Rs. 249,Rs. 209,(16% OFF),Personal Care,https://www.myntra.com/roll-ons/the+man+company/the-man-company-blanc-24-hr-freshness-roll-on-deo---55-ml/20174728/buy
Biotique,Rs. 144,"4.2
|
4.7k",Anti-Acne Cream 15g,Rs. 240,Rs. 144,(40% OFF),Personal Care,https://www.myntra.com/day-cream/biotique/biotique-bio-winter-green-spot-correcting-anti-acne-sustainable-cream-15g/1661474/buy
Lakme,Rs. 84,"4.6
|
23.3k",Nail Colour Remover 27 ml,Rs. 99,Rs. 84,(15% OFF),Personal Care,https://www.myntra.com/nail-polish-remover/lakme/lakme-nail-colour-remover-with-vitamin-e-27-ml/55197/buy
Garnier,Rs. 174,"4.3
|
273",Hair Color-Raspberry Red 7.65,Rs. 249,Rs. 174,(30% OFF),Personal Care,https://www.myntra.com/hair-colour/garnier/garnier-color-naturals-ultra-hair-color-55ml--50g---raspberry-red-765/10696770/buy
Renee,Rs. 140,"4.5
|
304",Hot Lips Clear Lip Gloss 4.5ml,Rs. 250,Rs. 140,(44% OFF),Personal Care,https://www.myntra.com/lip-gloss/renee/renee-hot-lips-clear-lip-gloss-with-vitamin-e---45ml/23790978/buy
Biotique,Rs. 192,"4.4
|
11.8k",Bio Wheat Germ Night Sustainable Cream,Rs. 320,Rs. 192,(40% OFF),Personal Care,https://www.myntra.com/night-cream/biotique/biotique-bio-wheat-germ-youthful-nourishing-night-sustainable-cream-50g/1661469/buy
ELLE 18,Rs. 101,"4
|
1.7k",Liquid Lip Color - Nude Pump,Rs. 135,Rs. 101,(25% OFF),Personal Care,https://www.myntra.com/lipstick/elle+18/elle-18-liquid-lip-color---nude-pump/15734100/buy
Dabur,Rs. 89,"4.4
|
91",Vitamin C Toner Mist - 100ml,Rs. 199,Rs. 89,(55% OFF),Personal Care,https://www.myntra.com/toner/dabur/dabur-rose-oil--vitamin-c-alcohol-free-face-toner-mist-with-niacinamide---100ml/25286778/buy
Envy,Rs. 191,"4.4
|
7.5k",Women Natural Body Spray 70ml,Rs. 349,Rs. 191,(45% OFF),Personal Care,https://www.myntra.com/body-mist-and-spray/envy/envy-women-natural-body-spray---70ml/18741062/buy
Dove,Rs. 171,"4.5
|
3k",Hair Fall Rescue Conditioner,Rs. 245,Rs. 171,(30% OFF),Personal Care,https://www.myntra.com/conditioner/dove/dove-hair-fall-rescue-hair-conditioner-with-sunflower-oil-and-moisture-lock-175-ml/365118/buy
Nivea,Rs. 156,"4.3
|
9.2k",Women Pearl and Beauty Deo,Rs. 285,Rs. 156,(45% OFF),Personal Care,https://www.myntra.com/deodorant/nivea/nivea-women-pearl-and-beauty-deo-for-beautiful-underarms--48h-protection-150ml/9685347/buy
Biotique,Rs. 148,"4.3
|
1.5k",Onion Seed Shampoo,Rs. 330,Rs. 148,(55% OFF),Personal Care,https://www.myntra.com/shampoo/biotique/biotique-advanced-organics-onion-black-seed-shampoo-300-ml/12678950/buy
Garnier,Rs. 179,"4.4
|
4.4k",Vitamin C Serum Cream 45 g,Rs. 199,Rs. 179,(10% OFF),Personal Care,https://www.myntra.com/day-cream/garnier/garnier-bright-complete-vitamin-c-serum-cream-45-g/13838818/buy
Ponds,Rs. 117,"4.3
|
613",Men Oil Control Face Creme,Rs. 180,Rs. 117,(35% OFF),Personal Care,https://www.myntra.com/day-cream/ponds/ponds-men-oil-control-face-creme-with-vitamin-b3---55-g/10235959/buy
ELLE 18,Rs. 101,"4.2
|
1.3k",Liquid Lip Color - Pink Pout,Rs. 135,Rs. 101,(25% OFF),Personal Care,https://www.myntra.com/lipstick/elle+18/elle-18-liquid-lip-color---pink-pout/15734076/buy
Agaro,Rs. 860,"4.1
|
298",Rechargeable Trimmer -2107,Rs. 1195,Rs. 860,(28% OFF),Personal Care,https://www.myntra.com/trimmer/agaro/agaro-rechargeable-multi-trimmer--2107/16312334/buy
Bella Vita Organic,Rs. 521,"4.4
|
1.2k",Women Senorita EDP - 100ml,Rs. 899,Rs. 521,(42% OFF),Personal Care,https://www.myntra.com/perfume/bella+vita+organic/bella-vita-organic-women-senorita-long-lasting-eau-de-parfum---100ml/20576572/buy
Himalaya,Rs. 133,"4.3
|
718",Protein Hair Cream,Rs. 190,Rs. 133,(30% OFF),Personal Care,https://www.myntra.com/hair-gels-and-wax/himalaya/himalaya-protein-hair-cream-for-extra-nourishment-with-chickpea--amla---200-ml-/19258098/buy
BEARDO,Rs. 224,"4.3
|
10.5k",Men Whisky Smoke EDP - 50 ml,Rs. 499,Rs. 224,(55% OFF),Personal Care,https://www.myntra.com/perfume/beardo/beardo-men-whisky-smoke-long-lasting-eau-de-parfum---spicy-woody-oudh-fragrance---50ml/17543314/buy
SWISS BEAUTY,Rs. 90,"4.5
|
2.7k",Makeup Remover Wipes- 30 Wipes,Rs. 129,Rs. 90,(30% OFF),Personal Care,https://www.myntra.com/makeup-remover/swiss+beauty/swiss-beauty-clean--glow-makeup-remover-wipes-with-green-tea--calendula---30-wipes/21215464/buy
Colorbar,Rs. 209,"4.3
|
831",Almond Body Milk - 300 ml,Rs. 299,Rs. 209,(30% OFF),Personal Care,https://www.myntra.com/body-cream-and-lotion/colorbar/colorbar-lightweight-almond-body-milk-with-sun-protection---300-ml/17399004/buy
Park Avenue,Rs. 299,"4.3
|
1.3k",Conquer Eau de Parfum - 100 ml,Rs. 749,Rs. 299,(60% OFF),Personal Care,https://www.myntra.com/perfume/park+avenue/park-avenue-conquer-eau-de-parfum---100-ml/16687122/buy
SWISS BEAUTY,Rs. 153,"4.1
|
830",Cream N Tint-Strawberry Sizzle,Rs. 219,Rs. 153,(30% OFF),Personal Care,https://www.myntra.com/lip-balm/swiss+beauty/swiss-beauty-lip--cheek-cream-n-tint---strawberry-sizzle/17673108/buy
Ponds,Rs. 255,"4.5
|
235",Women Magic Talc 400 g,Rs. 370,Rs. 255,(31% OFF),Personal Care,https://www.myntra.com/body-mist-and-spray/ponds/ponds-women-magic-freshness-acacia-honey-talc-400-g/8979541/buy
Lakme,Rs. 96,"4.3
|
2.1k",Lip Love Chapstick - Apricot,Rs. 160,Rs. 96,(40% OFF),Personal Care,https://www.myntra.com/lip-balm/lakme/lakme-lip-love-chapstick---apricot-45-g/7552202/buy
NOVA,Rs. 1275,"4.1
|
520",Men NG 1151 Grooming Kit,Rs. 2199,Rs. 1275,(42% OFF),Personal Care,https://www.myntra.com/trimmer/nova/nova-men-black-ng-1151-100--waterproof-corded--cordless-grooming-kit/7030186/buy
MCaffeine,Rs. 217,"4.5
|
6.5k",Tan Removal Coffee Body Scrub,Rs. 279,Rs. 217,(22% OFF),Personal Care,https://www.myntra.com/body-scrub-and-exfoliator/mcaffeine/mcaffeine-exfoliating-coffee-body-scrub-for-tan-removal--soft-smooth-skin---55-g/17736548/buy
Neutrogena,Rs. 617,"4.4
|
2.3k",Oil-Free Face Moisturiser,Rs. 650,Rs. 617,(5% OFF),Personal Care,https://www.myntra.com/skin-care-combo/neutrogena/neutrogena-oil-free--spf-15-face-moisturizer--115ml/6967604/buy
SKINN,Rs. 496,"4.5
|
6.8k",Women Nude Eau de Parfum 20 ml,Rs. 645,Rs. 496,(23% OFF),Personal Care,https://www.myntra.com/perfume/skinn/skinn-by-titan-women-nude-eau-de-parfum-20-ml/2316555/buy
BEARDO,Rs. 420,"4.3
|
3.6k",Godfather Eau De Parfum 100ml,Rs. 1200,Rs. 420,(65% OFF),Personal Care,https://www.myntra.com/perfume/beardo/beardo-men-godfather-eau-de-parfum---100-ml/13094708/buy
LOreal,Rs. 359,"4.4
|
8.7k",Glycolic Bright Serum-15 ml,Rs. 399,Rs. 359,(10% OFF),Personal Care,https://www.myntra.com/serum-and-gel/loreal/loreal-paris-glycolic-bright-skin-brightening-serum-to-reduce-dark-spots---15-ml/19469328/buy
Sunsilk,Rs. 225,"4.7
|
10",Super Shine Hair Serum - 100ml,Rs. 375,Rs. 225,(40% OFF),Personal Care,https://www.myntra.com/hair-serum/sunsilk/sunsilk-super-shine-hair-serum---100ml/25499964/buy
VEGA,Rs. 1043,"4.1
|
34",VHTH-30 SmartOne Beard Trimmer,Rs. 1799,Rs. 1043,(42% OFF),Personal Care,https://www.myntra.com/trimmer/vega/vega-smartone-series-s1-vhth-30-waterproof-trimmer-with-120-minutes-runtime---black/23497776/buy
Maybelline,Rs. 486,"4.4
|
13.8k",Studio Metallic Highlighter,Rs. 749,Rs. 486,(35% OFF),Personal Care,https://www.myntra.com/highlighter/maybelline/maybelline-new-york-face-studio-master-chrome-metallic-highlighter---molten-gold/2966311/buy
Lakme,Rs. 209,"4.3
|
7.5k",9to5 Vitamin C+ Serum 15ml,Rs. 299,Rs. 209,(30% OFF),Personal Care,https://www.myntra.com/serum-and-gel/lakme/lakme-9to5-vitamin-c-facial-serum---15ml/17492600/buy
Bella Vita Organic,Rs. 575,"4.1
|
1.1k",Men Klub Long Lasting EDP,Rs. 799,Rs. 575,(28% OFF),Personal Care,https://www.myntra.com/perfume/bella+vita+organic/bella-vita-organic-men-klub-long-lasting-eau-de-parfum-100-ml/22459288/buy
Plum,Rs. 314,"4.4
|
4.4k",10% Niacinamide Face Serum,Rs. 349,Rs. 314,(10% OFF),Personal Care,https://www.myntra.com/serum-and-gel/plum/plum-10-niacinamide-face-serum-with-rice-water---15-ml/14813768/buy
Biotique,Rs. 135,"4.3
|
14.5k",Neem Shampoo & Conditioner,Rs. 225,Rs. 135,(40% OFF),Personal Care,https://www.myntra.com/shampoo/biotique/biotique-bio-neem-margosa-anti-dandruff-shampoo--conditioner-190-ml/1919975/buy
Bella Vita Organic,Rs. 489,"4.4
|
2.4k",Skai Aquatic EDC - 100ml,Rs. 699,Rs. 489,(30% OFF),Personal Care,https://www.myntra.com/perfume/bella+vita+organic/bella-vita-organic-luxury-skai-aquatic-eau-de-cologne---100ml/17785932/buy
Ponds,Rs. 161,"4.4
|
171",Anti-Pigmentation Serum 14ml,Rs. 249,Rs. 161,(35% OFF),Personal Care,https://www.myntra.com/serum-and-gel/ponds/ponds-bright-beauty-anti-pigmentation-serum---14ml/23725238/buy
FACES CANADA,Rs. 146,"4.4
|
4.5k",Weightless Stay Matte Compact - Beige 03,Rs. 225,Rs. 146,(35% OFF),Personal Care,https://www.myntra.com/compact/faces+canada/faces-canada-weightless-stay-matte-compact-spf20-with-vitamin-e--shea-butter-9g---beige-03/10924306/buy
SUGAR,Rs. 223,"4
|
1.8k",Uptown Curl Mini Mascara - 01,Rs. 399,Rs. 223,(44% OFF),Personal Care,https://www.myntra.com/mascara/sugar/sugar-uptown-curl-lengthening-mini-mascara-3g---black-beauty-01/22141004/buy
Livon,Rs. 119,"4.4
|
13.1k",Anti-Frizz Hair Serum - 50 ml,Rs. 170,Rs. 119,(30% OFF),Personal Care,https://www.myntra.com/hair-serum/livon/livon-anti-frizz-hair-serum-with-vitamin-e--argan-oil---50-ml/10423428/buy
Garnier,Rs. 113,"4.4
|
2.6k",Unisex Strengthening Shampoo,Rs. 189,Rs. 113,(40% OFF),Personal Care,https://www.myntra.com/shampoo/garnier/garnier-fructis-unisex-long--strong-strengthening-shampoo-175-ml/10844934/buy
Sunsilk,Rs. 245,"4.5
|
601",Keratin Yoghurt Shampoo 340 ml,Rs. 315,Rs. 245,(22% OFF),Personal Care,https://www.myntra.com/shampoo/sunsilk/sunsilk-keratin-yoghurt-shampoo-340-ml/537661/buy
LOreal,Rs. 194,"4.3
|
26.8k",Revitalift Face Serum 22 ml,Rs. 299,Rs. 194,(35% OFF),Personal Care,https://www.myntra.com/serum-and-gel/loreal/loreal-paris-revitalift-crystal-micro-essence-face-serum-22-ml/11218036/buy
Roadster,Rs. 399,"4.2
|
2k",Men Into The Woods EDP 100 ml,Rs. 799,Rs. 399,(50% OFF),Personal Care,https://www.myntra.com/perfume/roadster/roadster-men-into-the-woods-eau-de-parfum---100-ml/16750092/buy
BEARDO,Rs. 540,"4.6
|
80",Men Tsunami EDP 380g(100ml),Rs. 1200,Rs. 540,(55% OFF),Personal Care,https://www.myntra.com/perfume/beardo/beardo-men-tsunami-long-lasting-eau-de-parfum---380g100ml/24517092/buy
Envy,Rs. 575,"4.3
|
63",Women Set of 3 Natural Spray,Rs. 1047,Rs. 575,(45% OFF),Personal Care,https://www.myntra.com/perfume/envy/envy-women-set-of-3-long-lasting-natural-spray---70-ml-each/22184482/buy
Philips,Rs. 1949,"4.4
|
182",BT3441/30 Beard Trimmer,Rs. 2599,Rs. 1949,(25% OFF),Personal Care,https://www.myntra.com/trimmer/philips/philips-bt344130-ultra-precision-beard-trimmer--styler-with-beardsense-technology--black/24282202/buy
Envy,Rs. 129,"4.3
|
1.5k",Men Force Deodorant 115g,Rs. 259,Rs. 129,(50% OFF),Personal Care,https://www.myntra.com/deodorant/envy/envy-men-dark-deodorant-115g/4374610/buy
Park Avenue,Rs. 112,"4.3
|
1.2k",Men Classic Deo Good Morning,Rs. 225,Rs. 112,(50% OFF),Personal Care,https://www.myntra.com/deodorant/park+avenue/park-avenue-men-classic-deo-good-morning-150-ml/7653918/buy
Dove,Rs. 168,"4.4
|
307",Original Deodorant Roll On,Rs. 259,Rs. 168,(35% OFF),Personal Care,https://www.myntra.com/roll-ons/dove/dove-women-original-deodorant-roll-on-/13826008/buy
Ponds,Rs. 104,"4.5
|
8.2k",Spotless Fairness Face Wash,Rs. 260,Rs. 104,(60% OFF),Personal Care,https://www.myntra.com/face-wash-and-cleanser/ponds/ponds-bright-beauty-spot-less-glow-face-wash-with-vitamins---150-g/10235955/buy
Plum,Rs. 175,"4.4
|
16.4k",Green Tea Clarity Night Gel,Rs. 195,Rs. 175,(10% OFF),Personal Care,https://www.myntra.com/night-cream/plum/plum-green-tea-night-gel-mini-with-glycolic-acid-to-fight-acne-for-clear-skin---15ml/19889254/buy
Himalaya,Rs. 99,"4.2
|
2k",Strawberry Shine Lip Care 4.5g,Rs. 180,Rs. 99,(45% OFF),Personal Care,https://www.myntra.com/lip-balm/himalaya/himalaya-strawberry-shine-lip-care-45-g/6627265/buy
Plum,Rs. 359,"4.4
|
131",Discovery Set-Pack Of 5 EDP's,Rs. 449,Rs. 359,(20% OFF),Personal Care,https://www.myntra.com/fragrance-gift-set/plum/plum-body-loving-discovery-set---pack-of-5-edps-5-ml-each/24660506/buy
MCaffeine,Rs. 248,"4.1
|
265",Coffee Body De Tan Kit,Rs. 299,Rs. 248,(17% OFF),Personal Care,https://www.myntra.com/bath-and-body-gift-set/mcaffeine/mcaffeine-energizing-travel-gift-set/22849934/buy
Havells,Rs. 1772,"3
|
13",Multi-Grooming Kit with Stand,Rs. 2395,Rs. 1772,(26% OFF),Personal Care,https://www.myntra.com/trimmer/havells/havells-gs6400-black-quick-charge-multi-grooming-kit-with-stand/16498280/buy
Dabur,Rs. 122,"4.4
|
154",Sarson Amla Hair Oil - 500 ml,Rs. 175,Rs. 122,(30% OFF),Personal Care,https://www.myntra.com/hair-oil/dabur/dabur-sarson-amla-hair-oil-to-strengthen-hair--reduce-hair-fall---500ml/19816146/buy
Chemist at Play,Rs. 189,"4.7
|
399",Exfoliating Coffee Body Scrub,Rs. 249,Rs. 189,(24% OFF),Personal Care,https://www.myntra.com/body-scrub-and-exfoliator/chemist+at+play/chemist-at-play-natural-ahas-exfoliating-body-scrub-with-coffee--brown-sugar---75g/23651936/buy
Nihar,Rs. 145,"4.4
|
392",Coconut Hair Oil - 400 ml,Rs. 173,Rs. 145,(16% OFF),Personal Care,https://www.myntra.com/hair-oil/nihar/nihar-naturals-coconut-hair-oil-with-methi--jasmine---400-ml/15050816/buy
THE MAN COMPANY,Rs. 339,"4.2
|
2.4k",Vitamin C Face Serum,Rs. 499,Rs. 339,( 32 % OFF),Personal Care,https://www.myntra.com/serum-and-gel/the+man+company/the-man-company-40-vitamin-c-face-serum---hyaluronic-acid-for-brightening--anti-age-30ml/11611318/buy
SWISS BEAUTY,Rs. 153,"4.2
|
1.7k",Lips Cheeks Cream N Tint- 8g,Rs. 219,Rs. 153,(30% OFF),Personal Care,https://www.myntra.com/lipstick/swiss+beauty/swiss-beauty-3-in-1-cream-n-tint-for-lips-cheeks--eyelids-8g---berrylicious/17672998/buy
Whisper,Rs. 231,"4.6
|
404",XXL+ Sanitary Pads - 16 Pads,Rs. 330,Rs. 231,(30% OFF),Personal Care,https://www.myntra.com/sanitary-napkins/whisper/whisper-bindazzs-nights-xxl-sanitary-pads---16-pads/13335902/buy
DressBerry,Rs. 359,"4.3
|
1.8k",Women Dont Give A Chic EDP,Rs. 799,Rs. 359,(55% OFF),Personal Care,https://www.myntra.com/perfume/dressberry/dressberry-women-dont-give-a-chic-eau-de-parfum---50-ml/15118754/buy
NOVA,Rs. 579,"4.1
|
5.3k",Men NHT-1073 USB Trimmer,Rs. 999,Rs. 579,(42% OFF),Personal Care,https://www.myntra.com/trimmer/nova/nova-men-nht-1073-usb-cordless-trimmer---black--blue/9548055/buy
LOreal,Rs. 129,"4.5
|
4.9k",Glowing Daily Cleanser Foam,Rs. 199,Rs. 129,(35% OFF),Personal Care,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-innovation-glycolic-bright-glowing-daily-cleanser-foam---50-ml/19469324/buy
SKINN,Rs. 496,"4.5
|
3.4k",Women Sheer EDP 20 ml,Rs. 645,Rs. 496,(23% OFF),Personal Care,https://www.myntra.com/perfume/skinn/skinn-by-titan-women-sheer-eau-de-parfum-20-ml/2316557/buy
Biotique,Rs. 137,"4.2
|
15.7k",Vitalizing Sustainable Anti-Hairfall Serum,Rs. 250,Rs. 137,(45% OFF),Personal Care,https://www.myntra.com/hair-serum/biotique/biotique-bio-mountain-ebony-vitalizing-sustainable-anti-hairfall-serum-120-ml/1919973/buy
Lakme,Rs. 152,"4.4
|
5.8k",Perfecting Liquid Foundation,Rs. 190,Rs. 152,(20% OFF),Personal Care,https://www.myntra.com/foundation/lakme/lakme-perfecting-liquid-foundation---natural-marble-27ml/55242/buy
NutriGlow Naturals,Rs. 357,"3.8
|
908",Facial Kit With Face Massager,Rs. 650,Rs. 357,(45% OFF),Personal Care,https://www.myntra.com/facial-kit/nutriglow+naturals/nutriglow-naturals-wine-facial-kit-60gm-with-5-in-1-rotating-face-massager/15893472/buy
ELLE 18,Rs. 101,"4
|
1.1k",Liquid Lip Color-SangriaBlanca,Rs. 135,Rs. 101,(25% OFF),Personal Care,https://www.myntra.com/lipstick/elle+18/elle-18-liquid-lip-color--sangria-blanca/15734084/buy
VEGA,Rs. 747,"4.1
|
85",VHTH-26 Power Series Trimmer,Rs. 1099,Rs. 747,(32% OFF),Personal Care,https://www.myntra.com/trimmer/vega/vega-men-p2-battery-powered-beard-trimmer-with-160min-runtime--40-length-settings-vhth-26/19405436/buy
Love Beauty & Planet,Rs. 262,"4.4
|
4k",Anti-Hairfall Onion Shampoo,Rs. 350,Rs. 262,(25% OFF),Personal Care,https://www.myntra.com/shampoo/love+beauty+%26+planet/love-beauty--planet-anti-hairfall-onion-shampoo-with-blackseed-oil--patchouli---200-ml/16412586/buy
SWISS BEAUTY,Rs. 174,"4.3
|
1.7k",Liquid Concealer - Orange,Rs. 249,Rs. 174,(30% OFF),Personal Care,https://www.myntra.com/concealer/swiss+beauty/swiss-beauty-liquid-concealer---orange/16866094/buy
LOreal,Rs. 175,"4.5
|
8k",Dream Length Shampoo 192.5 ml,Rs. 219,Rs. 175,(20% OFF),Personal Care,https://www.myntra.com/shampoo/loreal/loreal-paris-women-dream-length-restoring-shampoo-with-vegetal-keratin-1925-ml/13701922/buy
Renee,Rs. 419,"4.3
|
5.9k",Women Bloom EDP - 50 ml,Rs. 599,Rs. 419,(30% OFF),Personal Care,https://www.myntra.com/perfume/renee/renee-women-bloom-long-lasting-eau-de-parfum---50-ml/19184412/buy
Philips,Rs. 1899,"4
|
793",Men S1121/45 3D Pivot Shaver,Rs. 2499,Rs. 1899,(24% OFF),Personal Care,https://www.myntra.com/trimmer/philips/philips-men-s112145-3d-pivot--flex-heads-wet-or-dry-electric-shaver---navy--black/11704162/buy
TRESemme,Rs. 99,"4.5
|
6.1k",Keratin Smooth Conditioner,Rs. 110,Rs. 99,(10% OFF),Personal Care,https://www.myntra.com/conditioner/tresemme/tresemme-keratin-smooth-conditioner-with-keratin--argan-oil-for-straight-hair-80-ml/6837562/buy
Biotique,Rs. 216,"4.5
|
763",Bio Green Apple Shampoo,Rs. 360,Rs. 216,(40% OFF),Personal Care,https://www.myntra.com/shampoo/biotique/biotique-bio-green-apple-fresh-daily-purifying-shampoo--conditioner-for-oily-hair-340-ml/10862296/buy
Roadster,Rs. 200,"4.1
|
17.4k",Green Trails Body Spray,Rs. 299,Rs. 200,(33% OFF),Personal Care,https://www.myntra.com/deodorant/roadster/roadster-men-green-trails-no-gas-body-spray-150-ml/7669604/buy
Dabur,Rs. 109,"4.5
|
1.4k",Premium Rose Water - 400ml,Rs. 129,Rs. 109,(15% OFF),Personal Care,https://www.myntra.com/toner/dabur/dabur-premium-rose-water-for-all-skin-types---400-ml-/18712198/buy
Nivea,Rs. 142,"4.2
|
5.9k",Men Fresh Deodorant 150ml,Rs. 285,Rs. 142,(50% OFF),Personal Care,https://www.myntra.com/deodorant/nivea/nivea-men-fresh-active-original-deodorant-150-ml/2273996/buy
Gillette,Rs. 260,"4.6
|
1.1k",Pre Shave Foam 418g,Rs. 289,Rs. 260,(10% OFF),Personal Care,https://www.myntra.com/shaving-cream-and-foam/gillette/gillette-classic-regular-pre-shave-foam-418g/11110390/buy
SKINN,Rs. 496,"4.4
|
3.5k",Men Verge Eau de Parfum 20 ml,Rs. 645,Rs. 496,(23% OFF),Personal Care,https://www.myntra.com/perfume/skinn/skinn-by-titan-men-verge-eau-de-parfum-20-ml/2316551/buy
Biotique,Rs. 126,"4.4
|
10.4k",Honey Water Sustainable Toner120 ml,Rs. 210,Rs. 126,(40% OFF),Personal Care,https://www.myntra.com/toner/biotique/biotique-bio-honey-water-pore-tightening-sustainable-tonerwith-himalayan-waters-120-ml/1919959/buy
Dove,Rs. 153,"4.4
|
1.6k",Dryness Care Shampoo 180 ml,Rs. 170,Rs. 153,(10% OFF),Personal Care,https://www.myntra.com/shampoo/dove/dove-unisex-nutritive-solutions-dryness-care-shampoo-180-ml/365167/buy
